title,imgpath,salesprice
"Apple iPhone 13 Pro Max (256 GB Storage, Gold)",https://d2xamzlzrdbdbn.cloudfront.net/products/2eb1eeb0-470e-48a0-9bcf-7d6f610a449521170554.jpg,130110
"Apple iPhone 13 Pro Max (128 GB Storage, Sierra Blue)",https://d2xamzlzrdbdbn.cloudfront.net/products/83908e0e-a0b2-4076-88c5-de2a69d551ac21170550.jpg,122100
"Apple iPhone 13 Mini (512 GB Storage, Starlight)",https://d2xamzlzrdbdbn.cloudfront.net/products/3d2bb196-35d8-4ed2-8a94-9614b557357b21170549.jpg,94900
"Apple iPhone 13 Mini (512 GB Storage, Pink)",https://d2xamzlzrdbdbn.cloudfront.net/products/c5042c0a-f148-4281-a960-152c09876b2921170548.jpg,94900
"Apple iPhone 13 Mini (512 GB Storage, Midnight)",https://d2xamzlzrdbdbn.cloudfront.net/products/be1cdd96-5050-4acc-8ad6-65e57939978221170547.jpg,94900
"Apple iPhone 13 Mini (512 GB Storage, Blue)",https://d2xamzlzrdbdbn.cloudfront.net/products/37be2582-b60a-409f-9291-d41d0feca50821170545.jpg,91900
"Apple iPhone 13 Pro Max (128 GB Storage, Graphite)",https://d2xamzlzrdbdbn.cloudfront.net/products/4e7b28c3-4db3-4097-ab92-65d0166a651821170544.jpg,109900
"Apple iPhone 13 Mini (512 GB Storage, (Product) Red)",https://d2xamzlzrdbdbn.cloudfront.net/products/9b07bdfe-0e7a-4c51-9f21-d7f4e6fec55e21170541.jpg,94900
"Apple iPhone 13 Mini (256 GB Storage, Pink)",https://d2xamzlzrdbdbn.cloudfront.net/products/36e196c0-d45c-4224-b62d-8615bbb8d5fe21170538.jpg,74900
"Apple iPhone 13 Pro Max (128 GB Storage, Silver)",https://d2xamzlzrdbdbn.cloudfront.net/products/8130d28f-9adb-4cfb-ac3b-e02fc3eec7cb21170536.jpg,127510
"Apple iPhone 13 Mini (256 GB Storage, Blue)",https://d2xamzlzrdbdbn.cloudfront.net/products/526c068e-f969-4218-93dd-eb1ab0f5378d21170535.jpg,72900
"Apple iPhone 13 Pro Max (128 GB Storage, Gold)",https://d2xamzlzrdbdbn.cloudfront.net/products/bbdc392e-61f4-462d-ab6a-7d1ab478eee021170531.jpg,122100
"Apple iPhone 13 Mini (128 GB Storage, (Product) Red)",https://d2xamzlzrdbdbn.cloudfront.net/products/93dd688b-95a3-4590-9ab0-7ae5cbefbcb321170421.jpg,64900
"Apple iPhone 12 (256 GB, Purple)",https://d2xamzlzrdbdbn.cloudfront.net/products/0e7ac309-bdb9-4530-9c83-c4fb786dbd12.jpg,74900
"Apple iPhone 12 (256 GB, Green)",https://d2xamzlzrdbdbn.cloudfront.net/products/da9064c0-84dc-46ce-bdfa-4b132e562c2d.jpg,74900
"Apple iPhone 12 (256 GB, Blue)",https://d2xamzlzrdbdbn.cloudfront.net/products/4d4850bd-1d06-4188-a571-316fa74c7817.jpg,74900
"Apple iPhone 12 (256 GB, (Product) Red)",https://d2xamzlzrdbdbn.cloudfront.net/products/cc4424c3-a885-40c1-a1e0-7a241b60d4ae.jpg,74900
"Apple iPhone 12 (256 GB, White)",https://d2xamzlzrdbdbn.cloudfront.net/products/78394db4-c161-4ab1-a961-cfda7810fd74.jpg,74900
"Apple iPhone 12 (256 GB, Black)",https://d2xamzlzrdbdbn.cloudfront.net/products/cb3c30f1-3ccc-4cc1-9b18-4c1a8b3adcbc.jpg,74900
"Apple iPhone 12 (64 GB, (Product) Red)",https://d2xamzlzrdbdbn.cloudfront.net/products/deaa7a08-f71e-4426-b504-a65587a467c1.jpg,54600
